1744102321953,45305856,5234688,3785664,78000,15000
1744102326964,45318144,5234688,3792248,78000,15000
1744102331965,45322240,5234688,3793936,78000,15000
1744102336972,45322240,5234688,3795808,78000,15000
1744102341975,45322240,5234688,3797832,78000,15000
1744102346979,45301760,5234688,3808320,78000,15000
1744102352019,45301760,5234688,3810608,78000,15000
1744102357027,45305856,5234688,3812512,78000,15000
1744102362067,45342720,5234688,3831032,78000,15000
1744102367080,45367296,5496832,3849104,78000,15000
1744102372082,45367296,5496832,3851016,78000,15000
1744102377089,45367296,5496832,3853456,78000,15000
1744102382099,45371392,5496832,3855168,78000,15000
1744102387114,45338624,5496832,3856904,78000,15000
1744102392119,45342720,5496832,3858640,78000,15000
1744102397124,45342720,5496832,3860400,93000,15000
1744102402129,45346816,5496832,3862184,93000,15000
1744102407140,45346816,5496832,3863920,93000,15000
1744102412143,45346816,5496832,3865632,93000,31000
1744102417145,45350912,5496832,3867368,93000,31000
1744102422151,45367296,5496832,3879232,93000,31000
1744102427159,45371392,5496832,3881144,93000,31000
1744102432167,45371392,5496832,3883000,93000,31000
1744102437172,45371392,5496832,3884728,93000,31000
1744102442186,45375488,5496832,3886456,93000,31000
1744102447190,45375488,5496832,3888232,93000,46000
1744102452204,45379584,5496832,3890032,93000,46000
1744102457236,45379584,5496832,3891784,93000,46000
1744102462238,45383680,5496832,3893512,93000,46000
1744102467239,45383680,5496832,3895264,93000,46000
1744102472246,45383680,5496832,3896992,93000,46000
1744102477246,45387776,5496832,3898720,93000,46000
1744102482258,45387776,5496832,3900472,93000,46000
1744102487265,45391872,5496832,3902200,93000,46000
1744102492277,45391872,5496832,3903976,93000,46000
1744102497282,45395968,5496832,3905752,93000,46000
1744102502295,45395968,5496832,3907504,93000,46000
1744102507309,45395968,5496832,3909232,109000,46000
1744102512322,45400064,5496832,3910984,109000,46000
1744102517326,45400064,5496832,3912736,109000,46000
1744102522335,45404160,5496832,3914464,109000,46000
1744102527337,45404160,5496832,3916216,109000,46000
1744102532352,45404160,5496832,3917944,109000,46000
1744102537364,45408256,5496832,3919672,109000,46000
1744102542375,45408256,5496832,3921448,109000,46000
1744102547380,45408256,5496832,3923264,109000,46000
1744102552386,45408256,5496832,3925040,109000,46000
1744102557395,45412352,5496832,3926816,109000,46000
1744102562407,45412352,5496832,3928568,109000,46000
1744102567437,45412352,5496832,3930296,109000,46000
1744102572486,45416448,5496832,3932024,109000,46000
1744102577509,45416448,5496832,3933776,109000,46000
1744102582515,45420544,5496832,3935504,109000,46000
1744102587516,45420544,5496832,3937256,125000,46000
1744102592572,37777408,5496832,3939008,125000,46000
1744102597599,37781504,5496832,3940760,125000,46000
1744102602613,20500480,5496832,3942512,125000,46000
1744102607618,11866112,5496832,3944264,125000,46000
1744102612716,11866112,5496832,3946016,125000,46000
1744102617731,12029952,5496832,3947744,125000,46000
1744102622739,12034048,5496832,3949496,125000,46000
1744102627749,12038144,5496832,3951272,125000,46000
1744102632755,12046336,5496832,3953024,125000,46000
1744102637767,12046336,5496832,3954776,125000,46000
1744102642773,12050432,5496832,3956504,125000,46000
1744102647779,12050432,5496832,3958280,125000,46000
1744102652781,12054528,5496832,3960056,125000,46000
1744102657791,12054528,5496832,3961808,125000,46000
1744102662820,12054528,5496832,3963536,125000,46000
1744102667821,12058624,5496832,3965264,125000,46000
1744102672822,12058624,5496832,3967016,125000,46000
1744102677830,12062720,5496832,3968744,125000,46000
1744102682841,12066816,5496832,3970496,125000,46000
1744102687853,12075008,5496832,3972272,125000,46000
1744102692866,12079104,5496832,3974024,125000,46000
1744102697878,12083200,5496832,3975776,125000,46000
1744102702880,12091392,5496832,3977552,125000,46000
1744102707890,12091392,5496832,3979304,125000,46000
1744102712904,12095488,5496832,3981032,125000,62000
1744102717905,12099584,5496832,3982808,125000,62000
1744102722909,12083200,5496832,3984584,125000,78000
1744102727915,12091392,5496832,3986360,125000,78000
1744102732925,12091392,5496832,3988088,125000,78000
1744102737928,12095488,5496832,3989816,125000,78000
1744102742932,12095488,5496832,3991544,125000,78000
1744102747937,12099584,5496832,3993272,125000,78000
1744102752948,12103680,5496832,3995048,125000,78000
1744102757954,12107776,5496832,3996800,125000,78000
1744102762962,12111872,5496832,3998552,125000,78000
